YEAR,MO,DY,T2M_MIN,T2M_MAX,T2M,PRECTOTCORR
1989,3,14,18.61,27.7,22.98,17.52
1989,3,15,20.06,25.64,22.28,19.82
1989,3,16,17.11,26.22,21.89,2.58
1989,3,17,19.34,28.29,23.54,1.65
1989,3,18,19.12,28.89,23.31,4.0
1989,3,19,18.63,27.99,23.06,3.0
1989,3,20,19.31,27.57,23.17,0.95
1989,3,21,18.29,26.39,22.27,0.43
1989,3,22,17.89,27.41,22.58,0.64
1989,3,23,18.03,28.19,23.08,0.72
1989,3,24,17.67,28.2,22.55,1.19
1989,3,25,18.75,28.19,22.73,15.1
1989,3,26,16.58,28.19,22.42,6.64
1989,3,27,19.38,27.65,22.85,2.26
1989,3,28,18.07,27.77,22.31,6.46
1989,3,29,18.13,27.56,22.48,3.91
1989,3,30,17.02,27.78,22.54,0.5
1989,3,31,18.05,28.31,23.55,3.27
1989,4,1,18.26,28.3,23.43,7.81
1989,4,2,18.8,27.51,23.33,8.46
1989,4,3,19.05,27.78,23.02,0.89
1989,4,4,18.83,27.96,22.94,0.08
1989,4,5,19.1,28.79,23.6,0.48
1989,4,6,19.57,28.86,23.68,0.28
1989,4,7,19.2,26.85,22.37,0.54
1989,4,8,17.12,27.94,22.18,1.76
1989,4,9,17.62,28.48,22.8,0.02
1989,4,10,17.06,28.51,22.75,1.46
1989,4,11,18.39,28.08,23.18,15.53
1989,4,12,19.76,27.37,23.4,4.1
1989,4,13,17.72,27.54,22.28,1.03
1989,4,14,18.19,27.16,21.99,1.11
1989,4,15,16.69,26.73,20.96,0.07
1989,4,16,17.54,27.29,21.7,0.0
1989,4,17,16.93,27.05,21.69,0.07
1989,4,18,17.69,26.95,22.07,2.54
1989,4,19,16.94,20.98,19.25,2.1
1989,4,20,14.09,23.57,17.98,0.02
1989,4,21,12.45,23.74,17.17,0.0
1989,4,22,11.17,23.02,16.29,0.0
1989,4,23,12.13,24.04,17.17,0.0
1989,4,24,13.19,24.5,18.39,0.0
1989,4,25,13.43,25.23,19.04,0.0
1989,4,26,13.77,26.12,20.02,0.01
1989,4,27,15.22,26.6,20.54,0.13
1989,4,28,16.78,26.76,21.53,0.27
1989,4,29,17.57,27.06,21.72,4.77
1989,4,30,18.49,27.13,21.93,0.01
1989,5,1,18.64,26.37,22.11,3.19
1989,5,2,18.81,27.19,22.52,0.42
1989,5,3,18.12,26.95,21.91,1.93
1989,5,4,19.63,25.02,21.99,6.22
1989,5,5,17.29,27.79,21.96,6.04
1989,5,6,17.73,26.08,21.4,0.82
1989,5,7,10.98,21.34,15.44,0.25
1989,5,8,10.77,21.15,15.04,0.14
1989,5,9,10.59,21.56,15.25,0.35
1989,5,10,11.22,21.99,15.78,0.21
1989,5,11,11.0,22.87,16.37,0.34
1989,5,12,11.36,23.04,16.5,0.11
1989,5,13,11.79,23.57,16.95,0.01
1989,5,14,11.26,22.28,15.88,0.0
1989,5,15,11.57,24.02,16.87,0.5
1989,5,16,13.42,24.27,18.1,0.01
1989,5,17,11.2,23.56,16.27,1.0
1989,5,18,11.7,23.41,16.54,0.14
1989,5,19,11.96,22.91,16.44,0.22
1989,5,20,10.75,23.08,15.87,0.15
1989,5,21,10.36,24.01,16.42,0.0
1989,5,22,10.93,25.04,17.38,0.01
1989,5,23,12.0,25.7,18.45,0.02
1989,5,24,12.53,25.78,18.87,0.0
1989,5,25,12.66,24.78,18.12,2.06
1989,5,26,9.46,20.56,15.84,3.78
1989,5,27,7.61,19.5,13.07,0.07
1989,5,28,9.09,19.51,13.85,0.03
1989,5,29,9.76,21.07,14.05,0.02
1989,5,30,10.88,21.74,15.04,0.0
1989,5,31,10.32,23.25,15.38,0.0
1989,6,1,11.86,23.68,16.38,0.01
1989,6,2,11.98,25.51,18.41,0.01
1989,6,3,14.18,24.46,18.8,0.01
1989,6,4,15.17,24.93,19.03,0.01
1989,6,5,13.33,25.06,18.16,0.01
1989,6,6,13.01,25.99,18.75,0.31
1989,6,7,13.38,26.24,19.41,6.17
1989,6,8,14.59,25.72,19.45,0.65
1989,6,9,15.62,23.94,19.34,1.36
1989,6,10,14.84,23.04,18.36,9.88
1989,6,11,12.32,16.37,13.96,14.11
1989,6,12,11.1,19.26,14.08,3.87
1989,6,13,10.0,20.17,13.84,0.07
1989,6,14,8.2,18.89,12.35,0.0
1989,6,15,7.51,19.98,12.68,0.03
1989,6,16,7.86,17.05,12.01,0.73
1989,6,17,9.99,21.51,14.73,0.49
1989,6,18,12.01,22.43,16.31,0.04
1989,6,19,11.57,23.85,16.74,0.05
1989,6,20,12.18,23.93,16.84,0.03
1989,6,21,12.86,21.06,16.37,0.01
1989,6,22,11.54,24.64,16.97,0.02
1989,6,23,11.1,24.53,16.99,0.4
1989,6,24,11.76,25.7,17.59,2.24
1989,6,25,13.96,22.54,17.84,2.96
1989,6,26,11.39,19.96,15.04,0.06
1989,6,27,11.25,22.11,15.67,0.32
1989,6,28,10.73,22.62,15.98,0.12
1989,6,29,11.25,21.58,15.35,2.15
1989,6,30,9.88,22.49,14.55,0.02
1989,7,1,11.69,27.62,18.28,0.02
1989,7,2,13.8,27.48,20.03,0.0
1989,7,3,12.77,22.38,18.01,0.0
1989,7,4,10.91,25.18,16.56,0.01
1989,7,5,13.0,23.38,17.99,0.17
1989,7,6,7.47,13.72,10.67,0.16
1989,7,7,5.81,17.4,11.24,0.02
1989,7,8,8.19,17.37,11.88,0.02
1989,7,9,7.84,18.79,11.78,0.0
1989,7,10,6.36,19.38,11.49,0.0
1989,7,11,6.53,19.86,11.5,0.0
1989,7,12,7.71,21.29,13.26,0.0
1989,7,13,5.95,22.99,13.79,0.0
1989,7,14,9.67,23.43,15.92,0.0
1989,7,15,9.16,22.03,14.07,0.0
1989,7,16,9.27,22.28,13.89,0.0
1989,7,17,8.2,23.51,13.68,0.01
1989,7,18,6.89,23.87,14.45,0.01
1989,7,19,8.46,24.13,15.0,0.0
1989,7,20,6.87,23.91,14.73,0.0
1989,7,21,7.74,24.93,15.58,0.0
1989,7,22,8.77,25.05,16.14,0.0
1989,7,23,8.76,26.2,16.79,0.02
1989,7,24,8.39,27.51,17.35,0.03
1989,7,25,12.1,27.17,18.84,0.12
1989,7,26,14.5,27.47,19.71,3.71
1989,7,27,14.55,27.03,19.71,21.86
1989,7,28,16.12,23.35,18.8,12.81
1989,7,29,12.16,24.98,17.66,0.02
1989,7,30,15.16,25.06,19.4,50.91
1989,7,31,11.94,21.07,16.63,7.43
1989,8,1,8.19,21.78,13.45,0.0
1989,8,2,7.78,23.18,13.75,0.06
1989,8,3,7.97,23.41,14.82,0.01
1989,8,4,7.99,25.43,15.87,0.01
1989,8,5,12.08,23.58,16.35,0.02
1989,8,6,10.33,22.91,15.81,0.04
1989,8,7,8.69,22.98,14.12,0.04
1989,8,8,9.12,25.07,15.38,0.01
1989,8,9,11.86,26.53,17.54,0.0
1989,8,10,12.18,23.53,17.36,0.0
1989,8,11,8.16,21.12,13.69,0.0
1989,8,12,10.2,21.27,14.51,0.0
1989,8,13,9.74,22.65,14.6,0.0
1989,8,14,8.13,23.61,14.41,0.0
1989,8,15,7.58,24.96,14.85,0.02
1989,8,16,9.25,26.59,17.16,0.0
1989,8,17,11.35,27.28,18.65,0.02
1989,8,18,12.81,27.58,19.29,0.0
1989,8,19,13.74,27.98,20.01,0.0
1989,8,20,15.38,29.05,21.59,0.28
1989,8,21,15.91,30.14,22.52,6.84
1989,8,22,17.37,28.38,22.67,3.11
1989,8,23,17.31,25.36,21.41,1.18
1989,8,24,14.8,30.58,21.94,0.23
1989,8,25,18.77,22.72,20.61,9.02
1989,8,26,15.78,28.02,21.05,0.82
1989,8,27,15.78,27.04,20.61,6.76
1989,8,28,12.47,20.59,15.99,0.71
1989,8,29,9.96,26.44,16.97,0.04
1989,8,30,12.81,27.73,19.64,0.12
1989,8,31,14.81,29.15,21.14,0.97
1989,9,1,14.7,26.61,20.73,5.21
1989,9,2,11.27,23.08,16.08,0.14
1989,9,3,7.73,23.01,14.18,0.02
1989,9,4,8.78,27.29,17.09,0.12
1989,9,5,13.29,27.97,20.22,1.75
1989,9,6,17.99,28.67,22.42,0.0
1989,9,7,15.53,25.06,19.93,6.23
1989,9,8,13.14,30.24,20.4,4.01
1989,9,9,17.9,28.09,22.74,12.76
1989,9,10,17.73,29.81,23.41,8.77
1989,9,11,17.21,31.73,23.85,1.25
1989,9,12,19.79,29.98,24.63,7.77
1989,9,13,18.88,29.98,24.09,8.97
1989,9,14,18.12,29.18,23.81,4.51
1989,9,15,16.14,25.98,20.61,0.06
1989,9,16,12.15,24.03,16.97,0.02
1989,9,17,8.22,22.17,14.01,0.0
1989,9,18,7.79,25.0,15.03,0.04
1989,9,19,8.94,26.88,16.57,0.01
1989,9,20,11.32,28.07,18.47,0.37
1989,9,21,11.88,30.02,19.76,0.38
1989,9,22,13.86,31.6,21.95,0.04
1989,9,23,18.06,33.67,24.86,0.29
1989,9,24,17.98,34.22,25.13,1.66
1989,9,25,12.88,22.09,18.21,1.73
1989,9,26,11.66,18.92,14.65,3.66
1989,9,27,11.75,21.3,16.04,3.53
1989,9,28,11.81,24.43,17.11,0.04
1989,9,29,12.91,25.99,18.42,0.01
1989,9,30,13.22,26.38,18.55,0.0
1989,10,1,11.98,28.29,19.17,0.03
1989,10,2,13.81,30.8,21.4,0.83
1989,10,3,15.67,32.08,22.84,8.17
1989,10,4,15.95,22.04,19.77,0.82
1989,10,5,11.23,28.76,18.95,0.0
1989,10,6,11.63,30.36,19.53,0.1
1989,10,7,12.5,31.51,20.72,0.04
1989,10,8,14.64,31.0,21.8,0.02
1989,10,9,14.01,29.61,20.77,0.01
1989,10,10,13.37,31.08,20.99,0.08
1989,10,11,16.74,30.13,22.31,2.07
1989,10,12,19.31,30.9,24.43,0.04
1989,10,13,13.47,26.0,19.22,0.01
1989,10,14,10.91,25.94,17.04,0.12
1989,10,15,10.25,28.32,18.03,0.18
1989,10,16,12.45,28.01,19.03,1.79
1989,10,17,14.57,28.54,20.97,0.02
1989,10,18,12.86,27.3,18.89,0.0
1989,10,19,10.63,27.67,17.99,0.0
1989,10,20,11.53,29.92,19.77,0.0
1989,10,21,13.47,30.35,20.97,0.16
1989,10,22,13.9,30.2,20.56,0.04
1989,10,23,13.58,30.07,20.78,0.0
1989,10,24,13.2,32.68,22.15,0.0
1989,10,25,17.52,34.52,25.02,2.47
1989,10,26,19.28,32.09,24.89,14.84
1989,10,27,14.33,28.34,22.7,18.6
1989,10,28,11.67,26.97,18.34,0.1
1989,10,29,12.29,31.35,21.25,0.01
1989,10,30,16.22,33.48,24.3,0.0
1989,10,31,18.27,32.83,24.49,0.02
1989,11,1,13.31,26.33,18.65,0.02
1989,11,2,9.85,28.22,17.41,0.04
1989,11,3,11.69,31.6,21.12,3.1
1989,11,4,19.91,30.64,23.11,2.13
1989,11,5,14.26,30.87,21.85,0.01
1989,11,6,11.62,30.51,20.75,0.44
1989,11,7,13.17,31.32,21.44,0.05
1989,11,8,16.04,33.42,23.87,0.14
1989,11,9,18.83,31.09,24.09,6.72
1989,11,10,18.43,28.46,23.0,1.93
1989,11,11,18.28,28.48,23.21,13.8
1989,11,12,18.79,28.22,22.99,12.79
1989,11,13,18.14,27.71,22.52,13.41
1989,11,14,12.49,27.58,19.86,0.07
1989,11,15,13.62,29.75,20.73,0.0
1989,11,16,14.78,29.79,21.75,0.11
1989,11,17,17.76,30.52,23.45,2.77
1989,11,18,19.01,29.56,23.42,1.3
1989,11,19,19.55,27.17,23.35,5.9
1989,11,20,18.79,29.79,23.94,17.24
1989,11,21,17.84,28.03,22.85,22.1
1989,11,22,20.56,28.15,23.83,7.82
1989,11,23,19.09,30.01,24.12,8.2
1989,11,24,19.75,31.0,25.34,6.51
1989,11,25,18.58,27.67,22.83,0.73
1989,11,26,12.61,29.63,20.63,0.01
1989,11,27,14.38,33.07,23.62,0.85
1989,11,28,18.26,29.97,23.72,20.05
1989,11,29,17.83,30.29,23.15,1.55
1989,11,30,16.62,30.12,22.69,0.14
1989,12,1,17.55,30.23,22.7,0.04
1989,12,2,16.78,29.79,22.14,0.01
1989,12,3,16.09,30.23,22.43,0.02
1989,12,4,17.15,32.36,24.36,0.08
1989,12,5,17.76,32.97,24.72,0.08
1989,12,6,17.35,33.59,24.69,0.03
1989,12,7,17.57,34.06,25.23,0.03
1989,12,8,17.32,34.55,25.54,0.0
1989,12,9,20.58,33.69,26.37,0.48
1989,12,10,21.96,27.43,24.53,13.51
1989,12,11,21.11,29.41,24.87,16.02
1989,12,12,20.8,27.85,23.79,39.33
1989,12,13,20.74,29.44,24.42,21.75
1989,12,14,20.67,29.2,24.55,1.52
1989,12,15,20.19,29.88,23.98,0.35
1989,12,16,18.53,30.14,23.94,0.25
1989,12,17,18.85,30.92,24.69,0.27
1989,12,18,18.39,31.06,24.6,0.22
1989,12,19,18.12,25.01,21.79,5.17
1989,12,20,15.46,24.5,19.03,1.36
1989,12,21,15.06,29.16,20.96,0.07
1989,12,22,13.63,31.26,22.6,0.0
1989,12,23,17.66,32.46,24.05,0.02
1989,12,24,15.27,32.07,23.35,0.02
1989,12,25,17.78,30.87,23.69,2.38
1989,12,26,19.7,25.22,21.61,10.75
1989,12,27,18.35,23.08,20.37,18.34
1989,12,28,18.43,22.86,20.3,28.77
1989,12,29,18.37,24.38,20.84,14.3
1989,12,30,19.33,25.89,21.76,19.43
1989,12,31,19.52,27.6,23.2,22.71
1990,1,1,19.41,27.03,22.93,39.05
1990,1,2,19.34,25.79,22.5,41.43
1990,1,3,19.53,27.46,22.94,8.83
1990,1,4,17.92,26.88,21.45,19.76
1990,1,5,18.65,28.58,23.13,10.98
1990,1,6,19.01,28.49,23.62,17.93
1990,1,7,19.84,28.06,23.83,6.15
1990,1,8,18.27,26.74,22.48,7.5
1990,1,9,18.66,26.35,22.12,12.3
1990,1,10,19.5,25.75,22.35,19.03
1990,1,11,20.47,25.44,22.47,15.41
1990,1,12,19.64,27.09,23.02,22.22
1990,1,13,18.64,26.5,23.25,4.48
1990,1,14,20.35,28.15,24.22,1.3
1990,1,15,20.23,27.64,24.28,25.4
1990,1,16,20.24,27.99,24.26,3.36
1990,1,17,19.9,30.05,25.09,0.99
1990,1,18,18.62,31.15,25.47,0.87
1990,1,19,20.44,28.74,24.26,2.0
1990,1,20,19.94,28.09,23.57,0.63
1990,1,21,19.0,29.75,24.64,5.77
1990,1,22,19.34,29.41,24.62,10.91
1990,1,23,19.39,29.41,24.71,1.78
1990,1,24,18.16,28.94,24.01,1.16
1990,1,25,19.89,30.5,25.29,1.85
1990,1,26,21.04,29.26,24.96,2.14
1990,1,27,19.42,30.34,24.61,7.26
1990,1,28,18.64,29.15,23.96,0.3
1990,1,29,16.65,29.06,23.22,0.01
1990,1,30,18.69,29.33,24.08,0.05
1990,1,31,18.4,31.23,24.83,0.11
1990,2,1,19.23,29.4,23.78,3.06
1990,2,2,18.43,26.42,22.45,0.07
1990,2,3,17.53,25.71,21.31,0.06
1990,2,4,16.19,29.82,22.71,0.15
1990,2,5,19.1,27.68,23.1,7.95
1990,2,6,18.37,28.16,23.18,7.68
1990,2,7,18.88,29.31,23.82,0.83
1990,2,8,18.35,30.22,24.37,1.49
1990,2,9,19.5,30.98,25.46,1.67
1990,2,10,20.74,29.33,24.81,2.82
1990,2,11,20.27,29.73,24.57,2.38
1990,2,12,20.31,29.66,24.98,10.94
1990,2,13,20.89,29.69,24.97,5.41
1990,2,14,21.21,29.13,24.88,5.41
1990,2,15,20.08,30.33,24.88,0.93
1990,2,16,20.22,29.58,24.48,0.44
1990,2,17,19.58,29.82,24.48,0.0
1990,2,18,17.75,29.32,23.59,0.0
1990,2,19,18.53,28.83,23.28,0.01
1990,2,20,17.05,29.18,22.62,0.19
1990,2,21,18.23,29.61,23.85,0.83
1990,2,22,19.86,28.49,23.98,16.61
1990,2,23,20.34,25.63,23.19,9.68
1990,2,24,19.82,27.98,23.27,15.93
1990,2,25,18.97,25.6,21.97,13.02
1990,2,26,18.69,28.03,22.97,1.52
1990,2,27,19.88,26.01,22.36,6.4
1990,2,28,18.18,27.71,23.03,10.5
1990,3,1,18.99,28.59,23.35,1.84
1990,3,2,17.7,28.8,23.31,11.89
1990,3,3,18.95,28.55,23.62,5.39
1990,3,4,19.0,29.29,24.11,2.3
1990,3,5,19.27,29.74,24.56,1.28
1990,3,6,19.41,29.79,24.9,5.95
1990,3,7,19.83,29.35,24.56,3.66
1990,3,8,19.55,29.16,23.89,9.85
1990,3,9,20.03,29.25,24.01,12.93
1990,3,10,19.27,29.49,24.24,1.46
1990,3,11,19.09,30.14,24.72,2.66
1990,3,12,20.55,29.97,25.01,0.45
1990,3,13,19.85,30.47,25.0,0.73
1990,3,14,19.45,31.49,24.89,0.21
1990,3,15,19.03,30.58,24.81,2.69
1990,3,16,21.83,29.81,25.45,3.11
1990,3,17,20.52,28.97,24.19,8.13
1990,3,18,20.08,25.31,22.53,10.36
1990,3,19,20.08,26.2,22.49,37.68
1990,3,20,20.02,26.61,22.4,1.81
1990,3,21,18.77,27.45,22.43,12.89
1990,3,22,18.78,26.3,21.79,24.36
1990,3,23,19.36,24.55,21.74,2.92
1990,3,24,19.41,27.73,22.89,5.25
1990,3,25,17.16,27.98,22.51,0.1
1990,3,26,17.02,28.86,22.64,6.21
1990,3,27,19.47,27.71,22.83,8.71
1990,3,28,18.74,28.58,23.37,0.76
1990,3,29,19.58,29.92,24.24,4.17
1990,3,30,19.27,29.51,23.95,0.01
1990,3,31,17.28,29.21,23.04,0.0
1990,4,1,18.07,29.12,22.94,0.0
1990,4,2,18.16,28.94,23.22,0.41
1990,4,3,19.07,28.26,23.43,0.12
1990,4,4,18.3,29.05,23.27,2.65
1990,4,5,18.75,30.49,24.47,0.33
1990,4,6,20.67,30.33,25.4,3.09
1990,4,7,20.54,29.46,24.63,2.14
1990,4,8,20.09,28.81,24.14,12.8
1990,4,9,21.52,29.73,25.2,0.56
1990,4,10,18.92,28.28,22.87,0.67
1990,4,11,15.84,27.62,21.27,0.0
1990,4,12,16.89,27.69,21.44,0.0
1990,4,13,18.47,28.7,23.25,0.01
1990,4,14,19.68,28.77,23.98,1.62
1990,4,15,18.63,29.0,23.03,1.59
1990,4,16,18.84,27.9,22.69,2.86
1990,4,17,19.93,26.19,22.63,8.85
1990,4,18,16.8,22.86,20.34,8.22
1990,4,19,15.92,21.65,18.06,8.2
1990,4,20,17.04,24.83,20.13,4.93
1990,4,21,17.35,26.49,21.42,0.23
1990,4,22,16.85,25.79,20.79,0.08
1990,4,23,14.92,28.08,21.58,0.03
1990,4,24,17.65,28.27,22.9,0.0
1990,4,25,18.13,28.31,23.09,0.0
1990,4,26,16.47,27.85,21.88,0.0
1990,4,27,16.42,28.12,21.92,0.0
1990,4,28,15.8,28.17,21.89,0.0
1990,4,29,17.48,28.14,22.05,3.11
1990,4,30,16.41,25.25,20.49,5.56
1990,5,1,13.06,23.54,17.57,1.31
1990,5,2,14.45,24.13,18.29,15.59
1990,5,3,14.13,24.4,18.36,0.26
1990,5,4,13.84,24.14,18.13,0.46
1990,5,5,13.65,23.44,17.98,0.56
1990,5,6,15.12,25.06,19.59,1.68
1990,5,7,15.47,25.72,20.28,0.22
1990,5,8,16.27,24.55,19.67,0.07
1990,5,9,16.11,24.89,19.56,1.36
1990,5,10,15.38,24.86,19.54,5.07
1990,5,11,16.13,25.32,20.19,1.22
1990,5,12,14.31,22.95,17.83,1.72
1990,5,13,13.01,22.5,16.8,0.01
1990,5,14,12.88,25.25,18.15,0.86
1990,5,15,14.98,25.32,19.32,12.48
1990,5,16,18.24,25.23,20.71,3.21
1990,5,17,16.56,26.51,20.33,6.06
1990,5,18,8.3,19.3,14.84,3.42
1990,5,19,3.22,17.97,10.1,0.05
1990,5,20,8.09,21.31,13.48,0.01
1990,5,21,8.69,22.06,14.14,0.01
1990,5,22,8.46,18.16,12.13,0.01
1990,5,23,5.97,20.48,11.95,0.0
1990,5,24,7.23,24.39,15.46,0.01
1990,5,25,11.49,25.36,18.13,0.0
1990,5,26,11.8,25.12,18.12,0.0
1990,5,27,12.23,25.91,18.69,0.0
1990,5,28,14.73,26.32,20.18,0.01
1990,5,29,14.67,23.83,18.72,0.0
1990,5,30,13.28,26.37,19.3,0.0
1990,5,31,14.64,25.91,19.53,0.0
1990,6,1,13.76,26.32,19.61,0.0
1990,6,2,13.88,26.32,19.62,0.0
1990,6,3,14.89,25.23,19.05,0.0
1990,6,4,13.26,26.19,19.37,0.0
1990,6,5,14.06,27.08,19.81,0.0
1990,6,6,14.5,27.51,20.06,0.15
1990,6,7,15.69,23.23,18.67,1.22
1990,6,8,13.61,25.97,18.81,0.0
1990,6,9,15.42,26.61,20.44,0.0
1990,6,10,16.12,24.24,19.41,0.0
1990,6,11,11.84,17.96,14.76,0.0
1990,6,12,10.22,20.98,14.54,0.04
1990,6,13,12.29,20.84,15.52,0.47
1990,6,14,11.15,23.42,16.08,3.11
1990,6,15,12.86,23.1,16.84,0.04
1990,6,16,11.15,21.67,14.98,0.06
1990,6,17,9.71,21.76,14.24,0.02
1990,6,18,9.97,24.43,15.78,0.02
1990,6,19,11.32,25.33,17.54,1.08
1990,6,20,12.54,25.53,18.14,4.92
1990,6,21,8.23,18.71,14.9,0.54
1990,6,22,3.8,19.3,10.33,0.01
1990,6,23,5.53,20.88,12.07,0.01
1990,6,24,7.8,22.67,14.35,0.0
1990,6,25,8.16,24.66,16.26,0.14
1990,6,26,14.06,20.74,16.76,0.16
1990,6,27,9.6,23.54,15.08,0.11
1990,6,28,9.58,24.93,15.31,0.01
1990,6,29,10.08,24.88,15.89,0.01
1990,6,30,10.36,24.31,16.04,0.01
1990,7,1,11.95,24.51,17.13,0.01
1990,7,2,12.21,25.36,17.75,0.01
1990,7,3,12.13,26.21,18.12,0.09
1990,7,4,12.71,26.58,18.9,2.01
1990,7,5,13.44,24.05,18.16,7.13
1990,7,6,11.92,22.29,16.66,4.08
1990,7,7,12.35,23.02,16.57,0.51
1990,7,8,10.93,24.25,16.86,0.13
1990,7,9,11.11,25.57,17.66,1.12
1990,7,10,12.17,22.99,17.23,0.83
1990,7,11,10.56,17.67,14.55,0.76
1990,7,12,9.43,20.73,13.62,0.04
1990,7,13,6.47,21.49,13.24,0.02
1990,7,14,8.82,20.51,13.81,0.2
1990,7,15,8.98,24.37,15.65,1.24
1990,7,16,10.13,26.17,17.09,17.44
1990,7,17,13.86,25.81,18.61,13.16
1990,7,18,14.01,27.71,19.85,5.88
1990,7,19,14.94,27.0,20.08,9.73
1990,7,20,13.07,23.96,17.34,3.63
1990,7,21,11.22,18.5,14.85,0.88
1990,7,22,8.55,13.56,10.54,0.89
1990,7,23,9.17,18.48,12.83,4.24
1990,7,24,12.79,24.55,17.3,5.55
1990,7,25,14.74,22.95,18.05,1.44
1990,7,26,12.66,27.42,18.79,1.19
1990,7,27,15.68,27.59,20.56,0.92
1990,7,28,7.68,18.28,11.89,0.2
1990,7,29,3.2,20.73,10.16,0.0
1990,7,30,3.23,18.12,9.76,0.01
1990,7,31,4.2,16.9,9.19,0.0
1990,8,1,6.67,19.64,11.59,0.0
1990,8,2,8.52,24.22,14.71,0.01
1990,8,3,10.12,25.13,16.14,0.0
1990,8,4,9.76,25.32,16.57,0.0
1990,8,5,8.77,23.95,15.14,0.0
1990,8,6,11.22,24.11,16.78,0.0
1990,8,7,8.99,24.79,16.09,0.0
1990,8,8,9.98,26.08,17.22,0.03
1990,8,9,12.51,24.21,17.62,0.02
1990,8,10,11.53,26.58,17.93,0.0
1990,8,11,11.64,26.61,17.6,0.0
1990,8,12,11.05,27.92,18.32,0.0
1990,8,13,11.35,28.27,18.9,0.0
1990,8,14,10.6,28.78,18.95,0.0
1990,8,15,12.06,29.14,19.71,0.49
1990,8,16,15.24,30.37,21.44,10.15
1990,8,17,16.51,24.61,19.48,0.09
1990,8,18,14.19,26.67,18.82,5.95
1990,8,19,14.9,27.24,20.46,17.3
1990,8,20,17.33,29.65,22.35,0.57
1990,8,21,14.39,24.55,18.85,3.13
1990,8,22,12.62,20.71,15.37,0.05
1990,8,23,12.05,16.3,13.56,0.22
1990,8,24,11.07,20.3,14.68,0.1
1990,8,25,11.54,23.32,16.4,0.35
1990,8,26,11.34,27.39,18.6,0.9
1990,8,27,15.03,26.47,19.19,2.67
1990,8,28,12.88,25.68,19.3,9.21
1990,8,29,8.8,20.71,13.29,0.01
1990,8,30,8.06,26.34,16.15,0.03
1990,8,31,13.69,26.85,19.6,2.03
1990,9,1,16.47,24.9,20.31,9.54
1990,9,2,13.9,22.9,18.23,0.44
1990,9,3,12.03,23.85,16.66,0.04
1990,9,4,13.02,24.28,17.62,0.76
1990,9,5,13.41,27.32,19.33,0.34
1990,9,6,13.29,27.56,19.68,0.01
1990,9,7,14.27,27.8,20.14,4.62
1990,9,8,17.81,26.75,21.34,0.31
1990,9,9,11.84,26.4,19.07,0.0
1990,9,10,10.01,27.55,17.74,0.0
1990,9,11,11.1,32.09,20.29,0.0
1990,9,12,15.4,33.74,24.04,0.39
1990,9,13,11.67,23.26,17.32,20.52
1990,9,14,9.72,15.0,11.89,3.53
1990,9,15,8.04,19.96,13.09,0.06
1990,9,16,8.11,24.97,15.08,0.0
1990,9,17,10.37,28.49,17.98,0.01
1990,9,18,11.96,30.41,20.36,0.01
1990,9,19,14.48,32.73,23.4,0.01
1990,9,20,14.89,32.74,23.41,0.0
1990,9,21,16.45,33.31,24.36,0.08
1990,9,22,17.36,32.53,24.31,0.41
1990,9,23,15.19,30.34,22.01,7.68
1990,9,24,11.37,17.7,14.69,1.36
1990,9,25,9.3,21.93,14.07,0.04
1990,9,26,8.33,24.83,15.18,0.0
1990,9,27,9.32,27.26,17.27,0.0
1990,9,28,10.94,29.28,19.17,0.03
1990,9,29,14.23,24.92,18.77,2.83
1990,9,30,14.77,22.24,17.82,5.79
1990,10,1,15.19,25.22,19.27,2.96
1990,10,2,15.29,28.08,21.33,2.61
1990,10,3,16.29,29.92,22.59,2.51
1990,10,4,17.75,31.58,23.84,3.95
1990,10,5,16.36,31.68,23.52,0.25
1990,10,6,17.13,31.99,23.95,0.45
1990,10,7,16.64,32.11,24.25,0.1
1990,10,8,17.07,33.3,25.21,0.0
1990,10,9,18.77,34.78,26.58,0.0
1990,10,10,19.8,35.2,27.27,0.27
1990,10,11,20.46,36.44,28.53,1.05
1990,10,12,23.42,30.4,26.75,10.23
1990,10,13,22.35,32.03,25.97,0.4
1990,10,14,17.73,33.78,24.55,4.06
1990,10,15,18.95,29.3,24.45,4.52
1990,10,16,16.7,24.73,19.74,3.11
1990,10,17,14.74,24.72,19.35,12.05
1990,10,18,18.3,25.41,21.3,26.49
1990,10,19,19.11,28.47,22.99,24.4
1990,10,20,19.59,29.6,24.19,6.12
1990,10,21,16.65,27.22,21.28,0.05
1990,10,22,12.15,26.01,18.13,0.01
1990,10,23,11.38,28.59,19.54,0.02
1990,10,24,14.33,29.03,20.85,0.39
1990,10,25,15.48,28.6,21.17,0.07
1990,10,26,14.39,29.59,21.48,0.0
1990,10,27,14.42,30.35,22.16,0.07
1990,10,28,16.09,31.53,23.43,0.02
1990,10,29,17.43,32.96,24.74,0.0
1990,10,30,19.31,34.44,26.66,0.45
1990,10,31,22.62,33.12,27.92,1.33
1990,11,1,20.73,32.25,26.03,9.16
1990,11,2,20.3,32.25,25.53,4.15
1990,11,3,19.45,31.37,24.8,5.26
1990,11,4,20.53,31.46,25.84,13.63
1990,11,5,17.85,27.19,23.12,10.1
1990,11,6,15.95,24.34,19.69,2.13
1990,11,7,16.92,28.41,22.33,11.84
1990,11,8,20.2,27.16,23.12,5.55
1990,11,9,19.35,30.89,24.55,4.78
